carat,cut,color,clarity,depth,table,x,y,z,price,volume
0.38,Premium,F,VS2,60.9,56.0,4.72,4.67,2.86,1026,63.04126399999999
0.9,Very Good,D,SI1,62.5,59.0,6.11,6.15,3.83,4579,143.91799500000002
0.73,Ideal,E,VS2,62.4,57.0,5.75,5.79,3.6,3201,119.853
0.3,Good,H,SI1,63.4,60.0,4.23,4.25,2.69,432,48.359475
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4222,115.894489
0.7,Good,H,VS2,63.8,60.0,5.59,5.51,3.54,2083,109.035186
0.32,Ideal,J,IF,62.2,56.0,4.37,4.41,2.73,533,52.61174100000001
1.74,Ideal,D,SI2,64.5,56.0,7.56,7.54,4.87,12361,277.60168799999997
0.57,Ideal,D,VS2,61.8,56.0,5.31,5.34,3.29,1998,93.28926599999998
1.11,Premium,E,SI2,62.5,58.0,6.63,6.61,4.14,4664,181.432602
0.34,Premium,G,VS2,60.3,58.0,4.49,4.53,2.72,596,55.323984
0.8,Very Good,E,VS1,62.4,54.0,5.98,5.94,3.72,4495,132.13886400000004
1.83,Premium,I,SI1,62.9,55.0,7.9,7.78,4.93,11883,303.00766
0.9,Premium,G,I1,61.3,59.0,6.2,6.15,3.78,1777,144.1314
0.7,Ideal,H,VS2,62.4,58.0,5.67,5.71,3.55,2429,114.933735
0.32,Ideal,E,VVS2,61.3,55.0,4.41,4.43,2.71,1010,52.943373
1.51,Premium,G,SI1,61.6,59.0,7.32,7.3,4.5,10739,240.462
1.5,Fair,G,VS2,64.4,56.0,7.16,7.09,4.59,12787,233.008596
0.23,Very Good,E,VVS1,61.8,59.0,3.9,3.93,2.42,530,37.091339999999995
1.52,Premium,D,SI2,60.6,62.0,7.42,7.37,4.48,9561,244.99059200000002
1.25,Premium,J,SI2,61.5,57.0,7.0,6.93,4.28,4690,207.6228
0.52,Very Good,F,VS2,63.9,57.0,5.08,5.12,3.26,1550,84.791296
1.02,Premium,G,SI2,62.9,59.0,6.4,6.38,4.02,4370,164.14463999999998
1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,8107,189.431424
0.42,Premium,D,VS2,61.3,58.0,4.8,4.83,2.95,825,68.39280000000001
0.42,Ideal,D,SI1,61.5,56.0,4.85,4.81,2.97,1040,69.28564499999999
2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,14725,315.50574400000005
0.51,Very Good,E,VS1,61.8,54.7,5.12,5.15,31.8,1970,838.5024000000001
1.15,Ideal,H,I1,62.0,55.0,6.76,6.69,4.17,3606,188.585748
0.7,Ideal,G,VS1,60.6,57.0,5.73,5.79,3.5,3384,116.11845000000001
0.42,Ideal,G,VS2,61.6,56.0,4.82,4.83,2.97,847,69.14338200000002
1.5,Premium,H,SI1,62.4,58.0,7.33,7.28,4.56,9697,243.33254399999998
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,694,71.977626
1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,11257,276.58444799999995
0.96,Fair,F,SI2,65.2,58.0,6.14,6.12,3.99,3688,149.931432
1.02,Very Good,H,VS2,62.5,56.0,6.42,6.45,4.02,5217,166.46417999999997
0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49,2569,111.802848
1.01,Good,G,SI1,60.7,59.0,6.35,6.4,3.87,4672,157.2768
0.6,Premium,D,SI1,62.9,58.0,5.39,5.33,3.37,1799,96.815719
0.9,Very Good,G,VS2,61.5,60.0,6.13,6.16,3.78,4386,142.735824
1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922,183.13568
0.91,Premium,H,VS2,60.6,58.0,6.3,6.25,3.8,4293,149.625
0.31,Ideal,E,IF,61.9,56.0,4.35,4.37,2.7,1060,51.32565
1.02,Very Good,F,SI2,58.7,63.0,6.49,6.46,3.8,3875,159.31652
1.51,Very Good,E,SI2,62.8,59.0,7.24,7.31,4.57,9058,241.864508
1.06,Very Good,G,I1,60.7,63.0,6.59,6.56,3.99,2080,172.489296
1.51,Premium,D,SI1,62.2,59.0,7.34,7.29,4.55,10122,243.46412999999998
1.24,Ideal,I,SI1,61.1,60.0,6.94,6.91,4.23,5976,202.85134200000005
0.73,Ideal,G,VS2,62.5,56.0,5.78,5.74,3.6,2586,119.43792
0.41,Ideal,D,VS2,61.7,56.0,4.81,4.78,2.96,1076,68.05572799999999
0.29,Very Good,I,VS2,61.8,55.0,4.25,4.27,2.66,384,48.272349999999996
0.53,Ideal,J,SI2,61.9,54.0,5.2,5.23,3.23,856,87.84308
1.5,Premium,E,SI2,61.5,60.0,7.29,7.22,4.46,7182,234.746748
0.3,Good,F,IF,60.0,63.0,4.3,4.36,2.6,742,48.744800000000005
0.32,Ideal,E,VS2,62.3,54.0,4.4,4.37,2.73,900,52.49244
0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62,2344,130.316742
0.27,Premium,E,VVS1,60.6,58.0,4.2,4.18,2.54,799,44.592240000000004
1.39,Ideal,J,VS2,60.9,57.0,7.2,7.25,4.4,6831,229.68000000000004
0.33,Very Good,F,VVS2,61.6,57.0,4.44,4.46,2.74,801,54.25857600000001
0.32,Ideal,I,VS1,62.4,54.0,4.38,4.4,2.74,523,52.80528000000001
0.9,Ideal,F,SI2,61.8,56.0,6.18,6.21,3.83,4593,146.986974
0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,544,51.06464999999999
0.4,Premium,E,VS1,60.1,58.0,4.76,4.72,2.85,1125,64.03152
0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,672,52.19622199999999
1.22,Ideal,F,VVS1,61.2,57.0,6.88,6.92,4.22,13029,200.912512
0.38,Ideal,E,VVS2,62.0,57.0,4.64,4.69,2.89,1030,62.89102400000001
0.71,Very Good,D,VVS2,62.3,60.0,5.65,5.71,3.54,3799,114.20571000000002
0.71,Very Good,G,SI2,63.2,59.0,5.6,5.64,3.55,2107,112.12319999999998
1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197,171.153108
1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0,5882,170.29999999999998
0.71,Ideal,F,VS1,61.1,57.0,5.76,5.82,3.54,3013,118.67212800000001
0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,953,68.658902
0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,1294,73.156545
0.41,Very Good,F,SI1,63.4,58.0,4.75,4.68,2.99,852,66.4677
0.5,Ideal,H,VS1,61.1,56.0,5.1,5.14,3.13,1637,82.04981999999998
0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,1903,94.10016
0.3,Ideal,E,VVS2,61.8,56.0,4.35,4.33,2.68,1013,50.47914
1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411,193.01405400000002
0.91,Ideal,H,SI1,62.0,56.0,6.19,6.22,3.85,4337,148.23193
1.2,Ideal,F,VVS1,61.1,55.0,6.86,6.89,4.2,13088,198.51468
0.33,Premium,F,SI2,62.3,58.0,4.43,4.4,2.75,557,53.603
0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,959,56.42009999999999
0.32,Premium,G,VS2,62.3,58.0,4.41,4.36,2.73,720,52.49134800000001
0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,590,61.204896
0.26,Very Good,E,VVS2,61.4,57.0,4.1,4.13,2.52,506,42.67116
0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1311,83.912436
2.0,Good,J,I1,63.6,62.0,7.97,7.8,5.02,6521,312.07331999999997
0.76,Ideal,E,VS2,61.6,56.0,5.85,5.9,3.62,3864,124.94430000000001
1.09,Ideal,G,SI1,62.2,56.0,6.6,6.55,4.09,4970,176.81069999999997
0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4,399,41.6328
0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,2836,111.6892
0.41,Fair,D,VVS2,64.5,57.0,4.68,4.65,3.01,1089,65.50362
2.27,Premium,J,VS1,62.4,58.0,8.41,8.36,5.23,17149,367.708748
1.01,Premium,G,VVS2,63.0,61.0,6.36,6.34,4.0,7665,161.2896
0.75,Very Good,E,SI1,62.9,57.0,5.79,5.84,3.66,2753,123.757776
0.72,Premium,J,SI1,62.1,59.0,5.75,5.71,3.56,1987,116.88370000000002
2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,17569,386.08168
1.01,Ideal,G,VS2,62.7,54.0,6.43,6.47,4.04,6937,168.072484
1.03,Very Good,F,SI2,61.1,59.0,6.51,6.58,4.0,4218,171.3432
0.7,Very Good,E,SI1,61.2,57.0,5.68,5.73,3.49,2753,113.58693600000001
0.3,Premium,G,VS2,61.6,60.0,4.33,4.28,2.65,675,49.11086
1.51,Ideal,F,VS2,62.2,53.0,7.35,7.31,4.56,13771,245.00195999999997
0.3,Premium,F,VS1,60.5,60.0,4.29,4.31,2.6,658,48.07374
0.71,Ideal,I,VVS1,62.3,56.0,5.7,5.73,3.56,2606,116.27316
0.36,Ideal,D,VS2,61.3,55.0,4.58,4.62,2.82,928,59.670072
0.9,Ideal,G,SI2,61.8,56.0,6.14,6.19,3.85,3500,146.32541
0.35,Premium,J,VS1,62.4,58.0,5.67,5.64,3.53,949,112.88516399999997
0.7,Very Good,H,SI1,62.6,57.0,5.64,5.7,3.55,1830,114.12539999999998
1.0,Premium,I,SI1,62.2,62.0,6.39,6.33,3.96,3360,160.17685199999997
0.3,Ideal,G,SI1,62.2,57.0,4.26,4.29,2.66,477,48.612564
0.9,Good,I,SI2,60.9,63.0,6.13,6.21,3.76,2680,143.13304799999997
1.02,Fair,D,SI1,70.6,57.0,6.08,6.01,4.27,4398,156.02921599999996
0.26,Very Good,I,SI1,59.2,60.0,4.2,4.24,2.5,445,44.52000000000001
0.33,Ideal,D,VS1,61.7,55.0,4.48,4.5,2.77,1007,55.84320000000001
0.51,Good,D,SI2,63.9,55.0,5.1,5.04,3.24,1268,83.28096
1.2,Ideal,H,VS2,59.9,57.0,6.91,6.87,4.13,6487,196.058121
0.25,Very Good,F,VVS1,62.2,56.0,4.02,4.03,2.5,633,40.50149999999999
0.51,Good,F,SI1,63.6,56.0,5.11,5.08,3.24,1312,84.10651200000002
0.9,Good,I,VVS2,62.9,61.0,6.1,6.14,3.85,3946,144.19789999999998
1.07,Very Good,D,SI1,61.8,61.0,6.54,6.57,4.05,5767,174.01959000000002
0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,401,50.55047999999999
2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400,322.9390470000001
1.04,Premium,F,VVS2,59.2,58.0,6.68,6.66,3.95,8722,175.73076
2.01,Very Good,J,SI1,59.3,62.0,8.15,8.2,4.85,12257,324.1255
0.71,Very Good,H,SI1,61.8,57.0,5.65,5.61,3.55,2207,112.522575
0.5,Very Good,D,VS2,63.8,56.0,5.05,5.08,3.23,1580,82.86242
0.59,Premium,E,SI1,61.8,60.0,5.39,5.33,3.31,1789,95.091997
1.0,Ideal,D,SI1,60.2,57.0,6.48,6.54,3.92,4774,166.12646400000003
0.31,Ideal,D,VS2,61.8,57.0,4.38,4.36,2.7,942,51.56136000000001
0.7,Good,F,VS1,59.4,62.0,5.71,5.76,3.4,2759,111.82464
0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,1628,85.281448
1.52,Premium,H,SI2,62.6,60.0,7.34,7.3,4.58,6086,245.40556
0.91,Very Good,E,SI2,62.8,61.0,6.07,6.09,3.82,3703,141.21126600000002
0.95,Premium,G,SI2,59.7,61.0,6.35,6.27,3.77,3830,150.100665
0.7,Very Good,D,SI1,62.6,57.0,5.67,5.7,3.56,2726,115.05564000000001
0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2099,86.630838
1.71,Premium,G,SI1,60.6,58.0,7.79,7.75,4.71,13666,284.35447500000004
0.93,Premium,G,VS1,62.1,59.0,6.21,6.16,3.84,4793,146.893824
0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35,2373,100.05110000000002
1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97,5006,165.41560800000002
1.01,Ideal,G,SI1,62.3,57.0,6.41,6.36,3.98,4694,162.25504800000002
0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419,118.277874
2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883,397.34323200000006
1.04,Premium,E,SI2,62.4,57.0,6.51,6.43,4.04,4892,169.111572
1.06,Ideal,H,SI1,60.8,54.0,6.64,6.61,4.03,4602,176.87831200000002
0.44,Very Good,E,SI1,62.9,58.0,4.85,4.88,3.06,810,72.42408
0.9,Very Good,H,VS2,62.6,59.0,6.07,6.16,3.83,5502,143.20829600000002
1.52,Ideal,H,VS1,60.1,60.0,7.54,7.51,4.52,11946,255.94680799999998
0.31,Ideal,H,VVS1,62.6,53.0,4.35,4.41,2.74,687,52.56279
1.13,Very Good,H,SI1,60.1,60.0,6.73,6.77,4.06,4959,184.982126
0.91,Good,D,SI2,64.1,62.0,6.06,6.01,3.87,3349,140.94772199999997
0.53,Good,G,SI1,63.8,56.0,5.14,5.18,3.29,1268,87.59690799999998
0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726,50.43346499999999
1.28,Ideal,H,SI2,61.8,57.0,7.0,6.97,4.32,5676,210.77280000000002
1.51,Ideal,G,VS1,61.9,57.0,7.37,7.34,4.55,14674,246.13589
0.41,Premium,F,VVS2,61.0,59.0,4.82,4.79,2.93,1192,67.647254
0.28,Ideal,F,VS2,61.8,54.0,4.18,4.23,2.6,490,45.97164
1.23,Premium,H,VS2,59.3,58.0,7.0,6.94,4.13,5979,200.6354
0.36,Ideal,H,IF,61.9,57.0,4.6,4.55,2.83,1013,59.23189999999999
2.03,Very Good,I,VS1,63.2,60.0,8.01,7.98,5.05,15086,322.79499
0.55,Ideal,E,SI1,60.9,56.0,5.32,5.28,3.23,1556,90.729408
0.92,Very Good,F,SI1,62.2,55.0,6.19,6.26,3.87,4621,149.960178
1.7,Very Good,I,SI1,63.1,57.0,7.51,7.46,4.72,10341,264.436112
0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,2395,95.916128
0.31,Ideal,F,VVS2,62.4,55.0,4.33,4.36,2.71,761,51.161548
1.27,Ideal,G,VVS1,61.7,56.0,6.9,7.03,4.3,10805,208.58010000000002
1.27,Premium,I,SI1,62.3,56.0,6.93,6.85,4.29,5547,203.64844499999998
1.11,Ideal,J,VS2,61.7,54.0,6.64,6.69,4.11,5051,182.572776
1.52,Premium,E,SI1,62.5,59.0,7.33,7.26,4.56,12418,242.66404799999998
0.93,Ideal,I,SI1,62.5,55.0,6.23,6.29,3.91,3856,153.219997
0.31,Ideal,G,VVS2,62.1,56.0,4.32,4.35,2.69,707,50.55047999999999
0.83,Very Good,D,IF,59.7,53.0,6.14,6.23,3.69,7889,141.150618
1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6387,197.66633999999996
0.32,Ideal,E,VS2,62.3,56.0,4.41,4.38,2.74,900,52.925292000000006
0.4,Very Good,E,SI1,62.8,59.0,4.67,4.7,2.94,707,64.53006
0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,2931,114.985728
1.43,Fair,I,VS1,50.8,60.0,7.73,7.25,3.93,6727,220.24702500000004
0.58,Ideal,D,SI2,61.2,57.0,5.38,5.41,3.3,1436,96.04914
0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,2274,135.20893999999998
0.4,Ideal,F,SI1,62.1,57.0,4.69,4.65,2.9,882,63.24465000000001
0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,1667,90.9454
1.16,Very Good,H,SI2,61.8,58.0,6.75,6.81,4.19,4785,192.603825
1.04,Premium,H,SI2,62.4,58.0,6.49,6.4,4.02,3611,166.97472
0.71,Premium,G,SI1,58.9,62.0,5.85,5.79,3.43,2181,116.179245
0.91,Very Good,F,VS2,60.8,57.0,6.24,6.25,3.8,4606,148.2
0.3,Ideal,F,VS1,61.7,56.0,4.32,4.34,2.67,570,50.059295999999996
0.7,Fair,G,SI1,61.6,66.0,5.62,5.57,3.45,1995,107.99673000000001
0.7,Very Good,G,SI2,60.6,58.0,5.72,5.77,3.48,2057,114.85531199999998
1.01,Very Good,H,SI2,63.9,56.0,6.29,6.38,4.05,4023,162.52731
1.5,Premium,D,I1,61.7,62.0,7.28,7.24,4.48,6300,236.12825600000002
0.52,Ideal,E,VS2,61.5,56.0,5.17,5.14,3.17,1767,84.238946
0.36,Ideal,D,SI2,62.3,57.0,4.57,4.52,2.83,689,58.457612
1.1,Very Good,F,VS2,61.8,59.0,6.56,6.6,4.08,6708,176.64767999999998
1.01,Very Good,I,SI2,63.5,57.0,6.35,6.37,4.04,4244,163.41598
0.3,Premium,G,SI1,62.6,57.0,4.34,4.25,2.69,574,49.61705
0.38,Very Good,F,SI2,61.8,61.0,4.61,4.67,2.83,600,60.926221000000005
0.3,Ideal,F,VS2,62.0,54.0,4.31,4.34,2.68,605,50.130472
1.53,Ideal,I,VS2,61.7,57.0,7.36,7.41,4.56,9189,248.691456
1.52,Premium,F,VS2,59.4,55.0,7.52,7.46,4.45,14388,249.64144
1.01,Fair,D,VVS2,65.4,57.0,6.2,6.16,4.04,8716,154.29568
0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144,74.48750000000001
0.32,Ideal,G,VVS1,60.3,58.0,4.44,4.48,2.69,779,53.507328000000015
0.26,Ideal,E,VVS2,62.2,56.0,4.12,4.15,2.57,599,43.941860000000005
0.31,Very Good,F,VS2,63.4,56.0,4.34,4.31,2.74,802,51.252796
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,665,50.101632000000016
0.42,Good,E,SI1,63.6,61.0,4.73,4.7,3.0,945,66.69300000000001
1.04,Ideal,F,SI1,59.9,56.0,6.64,6.58,3.96,4403,173.01715199999998
0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,1708,92.96052999999999
1.05,Ideal,G,VS2,61.6,56.0,6.52,6.56,4.03,6837,172.367936
0.9,Very Good,G,VS1,62.3,60.0,6.0,6.08,3.76,4540,137.1648
1.09,Premium,H,VS1,60.2,59.0,6.71,6.67,4.03,5860,180.365471
1.0,Premium,H,VS2,61.3,61.0,6.44,6.38,3.93,5096,161.472696
1.22,Premium,E,SI2,60.5,60.0,6.93,6.89,4.18,4974,199.58538599999997
1.12,Ideal,G,SI1,62.0,55.0,6.68,6.65,4.13,5551,183.46285999999998
0.73,Ideal,F,VS1,61.2,57.0,5.79,5.84,3.56,3797,120.376416
0.9,Very Good,D,SI1,62.7,56.0,6.12,6.16,3.85,4381,145.14192000000003
0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,2843,118.207936
0.32,Good,E,VS1,59.5,64.0,4.42,4.45,2.64,756,51.92616
0.39,Ideal,F,VS2,60.0,57.0,4.76,4.7,2.84,1053,63.53648
1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,6217,198.053856
1.01,Very Good,I,SI1,60.9,63.0,6.51,6.43,3.94,2323,164.92564199999998
1.5,Good,E,SI2,61.5,65.0,7.21,7.17,4.42,6300,228.49499400000002
1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,7395,193.41103999999999
0.57,Ideal,E,SI1,62.2,57.0,5.33,5.31,3.31,1613,93.680613
1.06,Premium,E,VS2,61.3,58.0,6.56,6.52,4.01,7408,171.51251199999996
0.3,Ideal,F,IF,62.3,55.0,4.29,4.31,2.68,886,49.552932
0.38,Very Good,D,SI1,58.9,61.0,4.75,4.79,2.81,733,63.93452500000001
0.5,Very Good,I,SI1,62.8,60.0,5.04,5.08,3.18,1054,81.418176
0.5,Ideal,H,SI2,62.4,55.0,5.09,5.11,3.18,964,82.711482
1.12,Good,F,VS2,63.8,57.0,6.59,6.61,4.21,6925,183.387179
1.59,Premium,H,VVS2,63.0,58.0,7.48,7.43,4.7,12409,261.20908000000003
0.35,Ideal,F,SI1,62.4,55.0,4.55,4.52,2.83,748,58.20178
0.59,Premium,H,SI1,62.9,60.0,5.34,5.24,3.33,1265,93.178728
0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1803,86.58840300000001
0.62,Ideal,D,VS2,61.2,56.0,5.49,5.52,3.37,2243,102.127176
1.04,Very Good,G,VS2,61.9,57.0,6.46,6.5,4.01,6177,168.3799
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,17891,352.86389599999995
0.41,Ideal,E,SI1,62.7,57.0,4.74,4.77,2.98,755,67.377204
1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10098,259.332262
0.35,Ideal,E,SI2,61.4,56.0,4.55,4.51,2.78,630,57.046989999999994
1.25,Premium,F,VS2,61.5,60.0,6.93,6.89,4.25,8840,202.92772499999998
1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29,10983,204.24303899999998
0.7,Very Good,F,VS1,62.4,56.0,5.62,5.7,3.53,2604,113.08001999999999
1.06,Premium,I,SI2,61.5,57.0,6.57,6.49,4.02,2968,171.409986
0.91,Ideal,J,VS1,61.9,56.0,6.19,6.22,3.85,3863,148.23193
0.9,Ideal,I,SI2,62.0,56.0,6.2,6.16,3.83,2948,146.27536
0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3611,152.251974
0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2122,126.10639800000001
1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,7974,159.873315
1.51,Good,J,VS2,64.0,58.0,7.24,7.27,4.64,6936,244.22547199999997
2.03,Premium,D,SI2,61.7,58.0,8.14,8.1,5.01,13229,330.32933999999995
1.21,Premium,F,SI1,61.1,61.0,6.78,6.74,4.13,5720,188.729436
0.35,Very Good,H,SI1,63.3,54.0,4.53,4.51,2.86,647,58.430657999999994
1.0,Very Good,E,VS1,63.0,58.0,6.29,6.38,3.99,7676,160.11949800000002
0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1689,85.81802400000001
0.39,Premium,D,VS2,61.8,59.0,4.76,4.74,2.86,1024,64.528464
0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,789,52.658928
1.39,Premium,H,SI1,62.7,58.0,7.15,7.08,4.46,7986,225.77412
0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758,58.526903999999995
1.23,Ideal,H,SI1,62.3,57.0,6.85,6.89,4.28,5938,202.00101999999998
0.42,Ideal,G,VS1,61.2,54.0,4.82,4.86,2.96,921,69.338592
0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99,626,68.31552
1.5,Good,H,I1,64.0,56.0,7.18,7.05,4.56,4022,230.82263999999998
0.3,Ideal,D,SI1,62.1,56.0,4.3,4.33,2.68,552,49.898920000000004
1.14,Ideal,G,VVS2,61.0,56.0,6.74,6.76,4.12,9013,187.717088
0.39,Premium,D,VS1,61.7,59.0,4.69,4.64,2.88,1123,62.673408
0.31,Good,G,VS1,63.8,57.0,4.29,4.33,2.75,625,51.083175000000004
0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,1257,61.839206
0.42,Ideal,H,SI1,61.7,55.0,4.84,4.85,2.99,885,70.18726
0.35,Very Good,G,VS2,60.2,60.0,4.54,4.6,2.75,658,57.43099999999999
0.3,Premium,G,VS1,62.3,59.0,4.3,4.27,2.67,776,49.02386999999999
0.52,Premium,H,SI1,62.6,55.0,5.16,5.12,3.22,1219,85.06982400000001
0.5,Very Good,J,VS1,61.4,57.8,5.09,5.14,3.15,1034,82.41219
0.72,Ideal,G,VVS2,61.0,56.0,5.8,5.84,3.55,3295,120.2456
1.5,Premium,H,SI2,60.8,58.0,7.39,7.34,4.48,8148,243.006848
1.04,Very Good,D,SI1,63.4,55.0,6.41,6.46,4.08,5557,168.947088
0.53,Ideal,H,VVS1,61.3,56.0,5.21,5.23,3.2,1781,87.19456000000001
0.4,Very Good,D,VS1,62.9,55.0,4.73,4.77,2.99,1004,67.46067900000001
0.74,Premium,D,SI1,60.6,60.0,5.88,5.84,3.55,2655,121.90415999999999
1.3,Ideal,G,VS1,62.4,56.0,7.03,6.95,4.36,6928,213.02306000000004
0.7,Ideal,J,SI1,62.6,56.0,5.66,5.68,3.55,1937,114.12824
0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,3074,135.409329
0.7,Ideal,I,VVS1,62.3,55.0,5.7,5.64,3.53,2536,113.48243999999998
0.59,Very Good,G,SI1,63.0,57.0,5.35,5.38,3.38,1412,97.28653999999999
0.35,Ideal,F,VVS2,60.8,55.0,4.58,4.61,2.79,872,58.907502
0.3,Ideal,E,VS2,62.6,54.0,4.31,4.28,2.69,844,49.621891999999995
0.7,Very Good,D,SI1,62.1,56.0,5.65,5.69,3.52,2686,113.16272000000002
1.01,Ideal,J,VS2,62.3,55.0,6.4,6.44,4.0,4425,164.86400000000003
1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4295,161.33064
0.53,Ideal,G,VVS2,60.4,56.0,5.24,5.29,3.18,1948,88.148328
0.54,Ideal,D,VS1,61.4,57.0,5.21,5.24,3.21,2039,87.634284
0.42,Very Good,G,VS1,59.4,59.0,4.86,4.9,2.9,921,69.06060000000001
1.52,Good,G,SI1,64.4,59.0,7.18,7.25,4.65,9368,242.05575000000002
2.04,Premium,F,SI2,60.2,58.0,8.17,8.24,4.94,18066,332.56475200000006
1.05,Fair,F,SI2,66.0,60.0,6.3,6.22,4.13,3615,161.83818
0.33,Ideal,E,VS2,61.8,55.0,4.48,4.46,2.74,928,54.74739200000001
1.51,Good,I,SI2,63.6,60.0,7.27,7.23,4.61,7957,242.311281
0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,1080,52.53952
1.0,Ideal,F,VS1,61.9,57.0,6.41,6.39,3.96,7526,162.201204
1.01,Premium,E,SI2,60.0,61.0,6.53,6.47,3.9,4921,164.77149
0.39,Premium,F,VS2,62.4,58.0,4.65,4.61,2.89,1053,61.95148500000001
1.0,Premium,E,SI1,61.1,60.0,6.47,6.42,3.94,5174,163.657356
0.39,Ideal,E,VS2,61.4,56.0,4.68,4.74,2.89,796,64.109448
0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,2812,116.049375
0.9,Ideal,E,VS1,61.7,56.0,6.19,6.22,3.83,6230,147.461894
1.0,Good,J,VS2,58.7,61.0,6.5,6.52,3.82,3769,161.89159999999998
0.58,Premium,D,VS1,59.2,60.0,5.46,5.41,3.22,2401,95.114292
0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65,844,50.259370000000004
1.51,Premium,F,VS2,61.1,59.0,7.37,7.32,4.49,14294,242.228316
1.01,Premium,F,VVS1,62.8,58.0,6.39,6.35,4.0,9412,162.30599999999998
0.35,Very Good,E,VS1,62.3,60.0,4.5,4.52,2.81,829,57.15539999999999
1.01,Very Good,G,VS2,61.9,58.0,6.37,6.42,3.96,6047,161.945784
0.7,Ideal,J,VS2,61.9,57.0,5.65,5.69,3.51,1974,112.84123500000001
0.62,Premium,F,VS2,62.3,60.0,5.46,5.39,3.38,2009,99.47137199999999
1.51,Premium,H,SI1,60.7,59.0,7.43,7.39,4.5,10020,247.08464999999998
2.01,Premium,J,SI2,62.8,58.0,8.09,8.0,5.05,12407,326.83599999999996
0.35,Fair,F,VVS1,54.6,59.0,4.85,4.79,2.63,1011,61.09884499999999
0.91,Premium,F,SI2,61.4,60.0,6.21,6.23,3.82,3682,147.789306
0.43,Premium,D,VS2,60.2,59.0,4.92,4.88,2.95,1129,70.82832
